ID,Name,Maths,Science,English,Total
S2223,Nicole Cuellar,29,14,53,96
S2224,Nicole Lowman,71,16,40,127
S2225,Emily Weller,27,67,7,101
S2226,Carol Kovach,60,75,77,212
S2227,Mark Malone,22,5,19,46
S2228,Catherine Fisher,35,87,68,190
S2229,Georgia Tubbs,51,20,29,100
S2230,Rosetta Taylor,21,87,89,197
S2231,Jessica Ward,85,22,77,184
S2232,Gene Martin,43,43,43,129
S2233,Willie Kee,63,89,63,215
S2234,Mary Simmons,90,5,44,139
S2235,Richard Armstrong,21,100,86,207
S2236,Christoper Hines,28,74,42,144
S2237,Roberto Stauber,15,46,15,76
S2238,Matthew Tilley,29,59,22,110
S2239,Shane Hargrove,0,45,43,88
S2240,Angel Smith,85,86,10,181
S2241,Joseph Irby,44,2,85,131
S2242,Luis Fitzsimmons,38,79,17,134
S2243,Anthony Allen,2,77,15,94
S2244,Edgar Amador,41,42,76,159
S2245,Luis Lash,31,9,31,71
S2246,Bradley Saylor,39,31,74,144
S2247,Danny Castro,15,35,89,139
S2248,Gertrude Collins,73,80,38,191
S2249,Mark Toomey,18,100,17,135
S2250,Arturo King,48,39,77,164
S2251,Anthony Adu,54,77,22,153
S2252,Harry Jenkins,72,5,25,102
S2253,Nadine Huff,25,1,54,80
S2254,Douglas Parks,77,91,69,237
S2255,Colton Chavarria,1,23,2,26
S2256,Juanita Carey,67,80,35,182
S2257,Raymond Raphael,10,99,17,126
S2258,Gary Mcintosh,77,9,27,113
S2259,Sadie Richardson,51,11,50,112
S2260,Florence Clapp,52,37,58,147
S2261,Heidi Duckworth,57,92,50,199
S2262,Devin Mellow,15,99,60,174
S2263,Phyllis Angotti,87,36,73,196
S2264,Maria Rowan,81,45,74,200
S2265,Albert Brack,88,24,78,190
S2266,Patrick Hogue,20,65,57,142
S2267,Preston Parker,15,20,83,118
S2268,Bonnie Murphy,96,13,35,144
S2269,Richard Deleon,14,87,78,179
S2270,Andrew Beebe,73,2,55,130
S2271,Winona Benson,4,77,52,133
S2272,Melody Harley,57,17,80,154
S2273,Donald Knorr,52,0,88,140
S2274,Madeline Wojcik,51,81,95,227
S2275,Ruby Blank,89,33,32,154
S2276,Josefina Guyton,68,54,39,161
S2277,Betty Venecia,36,41,97,174
S2278,Henry Martin,36,32,10,78
S2279,King King,96,39,29,164
S2280,Kristi Briggs,59,21,69,149
S2281,Ronald Cochrane,54,27,17,98
S2282,Young Brehmer,20,25,62,107
S2283,Robert Adair,97,87,62,246
S2284,Elizabeth Hickey,51,11,64,126
S2285,Jani Daffin,43,24,15,82
S2286,Richard Vandercook,32,22,85,139
S2287,Christine Stein,5,15,7,27
S2288,Edgar Mingione,32,4,41,77
S2289,Eric Steuer,21,54,42,117
S2290,Logan Peavler,1,25,21,47
S2291,Gary Stevenson,30,8,25,63
S2292,Tony Thompson,36,14,86,136
S2293,Harry Warfield,99,90,17,206
S2294,Andy Orr,21,7,87,115
S2295,Jenny Bridges,27,40,53,120
S2296,Arlene Oliphant,92,17,22,131
S2297,Maria Marvin,91,90,32,213
S2298,Stephanie Payne,85,98,64,247
S2299,Beth Beck,49,93,37,179
S2300,Wanda Baker,3,7,14,24
S2301,Judy Davis,90,86,1,177
S2302,William Johnson,65,57,76,198
S2303,Norman Edelstein,74,19,30,123
S2304,Michael Powell,31,96,37,164
S2305,Rudy Lalk,20,32,40,92
S2306,Geraldine Myers,1,57,27,85
S2307,Maria Fitzgerald,40,10,88,138
S2308,Kevin Barnes,70,75,41,186
S2309,Cindy Case,50,32,12,94
S2310,Richard Flowers,88,96,37,221
S2311,Esther Morefield,24,53,31,108
S2312,Ernest Thompson,83,22,78,183
S2313,Richard Boling,98,88,47,233
S2314,Phillip Ridder,20,79,75,174
S2315,Tina Hersh,61,9,19,89
S2316,Mary Bellows,93,90,93,276
S2317,Mildred Mcknight,80,100,90,270
S2318,Daniel Sorbo,4,64,97,165
S2319,Trish Richardson,70,59,29,158
S2320,Damien Leavell,23,45,69,137
S2321,Jim Chappel,28,15,55,98
S2322,Joshua Gilbert,50,30,65,145
S2323,Guadalupe Lingbeek,71,12,4,87
S2324,Bryan Griffis,50,89,66,205
S2325,Louise Valot,41,50,91,182
S2326,Dorothy Krishun,61,39,88,188
S2327,Cecilia Rusten,83,55,57,195
S2328,Dorothy Flesher,4,4,87,95
S2329,Tony Brown,22,17,67,106
S2330,Sonja Jacobson,65,33,1,99
S2331,Jacqueline Grijalva,84,42,20,146
S2332,Doreen Basel,2,55,10,67
S2333,Jackie Blanchard,24,37,92,153
S2334,Richard Koop,93,49,67,209
S2335,Larry Foote,80,85,75,240
S2336,Ruben Whelan,25,76,65,166
S2337,Carl Martinez,93,5,26,124
S2338,Jessica Warren,8,30,16,54
S2339,Kristal Johnson,85,30,30,145
S2340,Angela Bell,32,27,16,75
S2341,Matt Gonzalez,23,77,93,193
S2342,Emily Giles,20,94,58,172
S2343,Tony Erickson,21,0,54,75
S2344,Deborah Roa,80,51,42,173
S2345,James Jenkins,65,11,98,174
S2346,Carrie Whitenton,91,51,51,193
S2347,Floyd Gurule,14,16,29,59
S2348,Steven Coleman,30,32,30,92
S2349,Amy Yung,42,59,77,178
S2350,Alice Tucker,76,100,4,180
S2351,Linda Taylor,78,91,48,217
S2352,Milton Wheeler,77,6,14,97
S2353,William Wozniak,60,54,85,199
S2354,Lois Brown,74,20,27,121
S2355,Jo Mischke,18,51,71,140
S2356,William Anderson,95,93,10,198
S2357,Rochelle Ivancic,62,96,93,251
S2358,Barbara Madho,57,49,96,202
S2359,Kevin Mellen,63,100,38,201
S2360,Walter Norman,17,59,54,130
S2361,Shannon Win,60,83,81,224
S2362,Janet Thomas,29,69,93,191
S2363,Sonny Farnsworth,19,56,100,175
S2364,Maud Honeycutt,93,53,43,189
S2365,Felicia Britt,56,28,44,128
S2366,Michael Deville,10,38,97,145
S2367,Henry Allen,5,17,11,33
S2368,Chris Owen,100,86,21,207
S2369,Sherly Leonard,12,81,99,192
S2370,Ronald Knight,63,21,77,161
S2371,Zachary Crawford,74,13,46,133
S2372,Winifred Thompson,20,64,18,102
S2373,Jason Miles,32,9,45,86
S2374,Merrill Gonzalez,72,36,26,134
S2375,Wai Harris,43,45,60,148
S2376,Marlene Robinson,92,8,92,192
S2377,Virginia Golden,10,30,86,126
S2378,Victoria Parker,21,25,76,122
S2379,Charles Evers,15,32,25,72
S2380,Shannon Morrow,32,74,52,158
S2381,Jessica Murray,78,16,50,144
S2382,Casey Houser,49,1,76,126
S2383,Coleman Sanders,73,33,98,204
S2384,James Smith,10,40,24,74
S2385,Shawn Coombs,21,39,86,146
S2386,Anthony Collins,83,67,6,156
S2387,Johnnie Casella,5,28,46,79
S2388,Melanie Balliew,100,5,75,180
S2389,Irving Gary,59,34,67,160
S2390,William Reed,78,20,34,132
S2391,Yolanda Mccan,24,70,55,149
S2392,Harold Thompson,91,55,44,190
S2393,Elaine Wright,82,32,23,137
S2394,Robert Quintana,78,12,58,148
S2395,Anna Pallan,8,39,63,110
S2396,Linda Williams,87,23,67,177
S2397,John Ahrenholtz,74,20,57,151
S2398,Kelley Barshaw,59,7,19,85
S2399,Roy Thuringer,62,24,70,156
S2400,Carl Louder,89,82,55,226
S2401,Kenneth Jackson,54,42,47,143
S2402,Anna Caffrey,53,29,25,107
S2403,Ronda Ruiz,33,11,91,135
S2404,Patricia Lang,82,73,44,199
S2405,Elfrieda Burnett,54,76,65,195
S2406,Joseph Marx,1,31,13,45
S2407,Jane Person,87,73,53,213
S2408,Jonathan Jones,66,41,42,149
S2409,Barbara Chesser,7,84,78,169
S2410,Gabriel Hodges,52,55,8,115
S2411,Rick Liu,98,30,4,132
S2412,Sabina Martin,50,16,98,164
S2413,Milton Juarez,62,50,43,155
S2414,Larry Hasenberg,36,90,53,179
S2415,Mary Chavez,11,46,74,131
S2416,Lloyd Royce,13,71,29,113
S2417,Marvin Lewis,91,18,7,116
S2418,John Perkins,0,46,34,80
S2419,William Skinner,39,8,34,81
S2420,Jeremy Cahill,5,59,0,64
S2421,Austin French,78,13,24,115
S2422,Carla Martin,16,24,17,57
S2423,William Bova,90,51,64,205
S2424,Kevin Morse,69,9,63,141
S2425,Robin Powell,8,11,25,44
S2426,Craig Robinson,50,85,41,176
S2427,Beulah Walker,35,38,87,160
S2428,Craig Burke,92,64,80,236
S2429,Robert Williams,59,60,77,196
S2430,Tammy Glover,7,40,90,137
S2431,Melissa Smith,58,4,10,72
S2432,Theo Sarnicola,39,67,5,111
S2433,Constance Harvey,76,34,79,189
S2434,Joel Dant,5,6,23,34
S2435,Alicia Goodman,17,58,35,110
S2436,Kim Barber,61,51,60,172
S2437,Leslie Konakowitz,72,72,92,236
S2438,Allen Burrell,10,70,10,90
S2439,Rosann Wood,80,84,44,208
S2440,Shirley Gooden,65,36,26,127
S2441,Gerald Elford,52,26,43,121
S2442,Joan Luther,19,74,45,138
S2443,William Kline,73,54,44,171
S2444,Thomas Dukes,54,72,55,181
S2445,Debra Sasser,14,66,88,168
S2446,Susan Thomason,89,89,34,212
S2447,Robin Ritchie,38,32,12,82
S2448,Stan Cabrera,66,89,64,219
S2449,Jason Kronenberg,100,68,80,248
S2450,Lester Lamb,16,17,63,96
S2451,Gloria Duncan,9,54,84,147
S2452,Mary Wilkerson,70,83,77,230
S2453,Hazel Truelove,24,5,80,109
S2454,James Strand,78,23,95,196
S2455,Russell Keithly,79,49,44,172
S2456,Charlene Ortiz,95,62,7,164
S2457,Jennifer Petrovic,18,1,98,117
S2458,Kimberly Thrasher,9,23,83,115
S2459,Rosemary Sosa,45,83,72,200
S2460,John Graham,40,15,24,79
S2461,Robert Tibbetts,99,52,98,249
S2462,Wanda Habbyshaw,56,30,40,126
S2463,Lee Anderson,55,74,46,175
S2464,Yolanda Connolly,75,74,75,224
S2465,Joyce Garcia,94,87,34,215
S2466,Dorothy Amann,81,29,32,142
S2467,Carol Jones,65,21,99,185
S2468,Randolph Creasey,80,96,44,220
S2469,Carrie Estrada,95,78,40,213
S2470,Jeanette Bell,55,57,72,184
S2471,Linda Gladwell,63,69,13,145
S2472,James Demarco,18,22,63,103
S2473,Danny Tatro,16,47,72,135
S2474,Frank Medina,15,14,55,84
S2475,Janie Allen,4,27,25,56
S2476,Jan Thompson,51,28,6,85
S2477,Richard Wilson,9,6,60,75
S2478,John West,14,42,85,141
S2479,Richard James,37,82,12,131
S2480,Donna Uhrig,18,53,62,133
S2481,Henry Black,46,55,68,169
S2482,Donald Maynard,100,61,12,173
S2483,Velma Osburn,63,78,82,223
S2484,Marco Zendejas,25,58,26,109
S2485,Tracy Robbins,64,50,59,173
S2486,Homer Gardner,73,64,38,175
S2487,Kelly Taylor,53,100,41,194
S2488,Audrey Hunking,98,72,74,244
S2489,Nathanial Putnam,18,33,25,76
S2490,Shelia Carson,6,3,85,94
S2491,Laura Jurczyk,39,3,29,71
S2492,Reginald Kelley,99,32,49,180
S2493,Angelica Bostick,10,29,36,75
S2494,Eleanor Porter,96,70,21,187
S2495,Lakeisha Goodman,15,43,67,125
S2496,Louis Abraham,82,19,25,126
S2497,Will Otero,9,49,38,96
S2498,Arthur Martin,22,91,88,201
S2499,Lauren Lepine,72,11,55,138
S2500,Dave Pierce,21,12,49,82
S2501,Roberto Smith,58,16,14,88
S2502,John Wegner,17,97,81,195
S2503,Gwendolyn Flom,77,65,17,159
S2504,Joshua Curcio,31,82,16,129
S2505,Elizabeth Marks,69,6,95,170
S2506,Andrew Messina,36,23,47,106
S2507,Howard Nies,14,60,68,142
S2508,Nancy Umana,84,58,48,190
S2509,Elmer Rios,93,29,52,174
S2510,John Morales,6,7,59,72
S2511,Jason Musetti,2,52,62,116
S2512,Darlene Kyle,78,50,58,186
S2513,Elmer Bunton,51,98,17,166
S2514,Thomas Breazeale,67,55,29,151
S2515,Cynthia Collette,31,79,100,210
S2516,Aimee Flanders,78,6,52,136
S2517,Kenneth Perry,24,60,46,130
S2518,Theresa Fultz,96,26,96,218
S2519,Deanna Banas,31,53,9,93
S2520,Donna Conrad,71,37,48,156
S2521,Patrick Mcginnis,21,10,32,63
S2522,Rosalie Bodkin,32,2,12,46
S2523,William Hernandez,51,87,11,149
S2524,Kimberly Wise,75,28,41,144
S2525,Wendi Mccormick,20,68,20,108
S2526,Herbert Baugh,25,5,89,119
S2527,Calvin Meister,19,91,90,200
S2528,Anthony Ballard,98,60,43,201
S2529,Rosalie Hahn,61,27,42,130
S2530,Faye Robinson,27,47,95,169
S2531,Shawn Bohne,38,15,50,103
S2532,Donald Nelson,19,82,97,198
S2533,Cecil Mccowan,61,61,13,135
S2534,John Manriquez,28,84,85,197
S2535,Danielle Nichols,23,87,91,201
S2536,Jerald Ramos,56,31,43,130
S2537,Curtis Tran,1,65,88,154
S2538,Stephen Chung,12,32,4,48
S2539,Janette Mitchell,70,44,13,127
S2540,Marie Balderas,59,75,90,224
S2541,Alexander Eubanks,80,5,73,158
S2542,Floyd Mccorkle,55,73,19,147
S2543,Anna Dickey,72,50,13,135
S2544,Debra Hull,87,17,76,180
S2545,Kenneth Reynolds,71,51,2,124
S2546,Ann Waters,56,47,7,110
S2547,Margaret Freeman,44,70,94,208
S2548,Birgit Lozier,14,55,20,89
S2549,Pearl Eubank,37,67,81,185
S2550,Kelly Lopez,22,38,38,98
S2551,Alexis Nugent,68,19,73,160
S2552,Jennifer Warren,10,99,14,123
S2553,Elizabeth Wood,60,52,89,201
S2554,Wilbur Tremblay,9,38,13,60
S2555,Stanley Cook,78,33,76,187
S2556,Megan Curtis,84,12,72,168
S2557,Jennifer Castillo,16,14,46,76
S2558,Kelly Allen,68,85,88,241
S2559,Abraham Vala,77,79,53,209
S2560,Karen Miller,39,65,52,156
S2561,Susan Ghent,40,72,87,199
S2562,Paula Taunton,2,95,42,139
S2563,Christopher Hannah,21,67,0,88
S2564,Lawrence Sequeira,45,93,48,186
S2565,Francis Quinn,50,40,63,153
S2566,Joseph Havercroft,50,60,3,113
S2567,Micheal Watkins,94,65,59,218
S2568,Oscar Jackson,29,78,61,168
S2569,Mary Sanchez,3,32,94,129
S2570,Harry Murray,61,93,93,247
S2571,Patsy Kelly,73,74,37,184
S2572,Ruth Chavez,24,69,87,180
S2573,David Pullen,31,86,48,165
S2574,Ronald Carrion,26,49,95,170
S2575,Michelle Read,62,5,64,131
S2576,Sheila Morrow,6,30,42,78
S2577,Carol Tiffin,84,2,56,142
S2578,Harvey Daniel,80,40,92,212
S2579,Tara Barnes,56,57,60,173
S2580,Danica Warren,26,5,82,113
S2581,Sheryl Pekarek,58,4,30,92
S2582,Timothy Marks,86,94,21,201
S2583,Melanie Buck,90,29,28,147
S2584,Suk Stanton,82,66,78,226
S2585,Arlene Hargrove,33,82,38,153
S2586,James Colarusso,92,34,6,132
S2587,Sharon Lindsay,46,84,6,136
S2588,Dennis Stoner,17,27,0,44
S2589,Timothy Walker,8,46,18,72
S2590,Victor Harris,33,14,55,102
S2591,Chad Mcmaster,65,94,83,242
S2592,James Gillard,51,55,74,180
S2593,Lizzie Greer,61,95,77,233
S2594,Suzanne Edwards,24,96,74,194
S2595,Terry Burns,34,71,69,174
S2596,Scott Allen,26,87,82,195
S2597,Thomas Marlow,6,70,64,140
S2598,Chad Parker,18,83,67,168
S2599,Carolyn Walker,29,34,5,68
S2600,Roger Solanki,91,24,34,149
S2601,Leonard Aiken,26,99,82,207
S2602,Virginia Herman,53,26,85,164
S2603,Charmaine Randolph,71,74,55,200
S2604,Albert Lance,19,16,84,119
S2605,Douglas Battle,29,68,93,190
S2606,Joseph Schwing,34,21,62,117
S2607,Michael Curry,10,5,1,16
S2608,Carole Young,25,77,74,176
S2609,Doris Hubbard,25,60,75,160
S2610,Charles Thomas,44,43,60,147
S2611,Margaret Stahlberg,3,80,61,144
S2612,Gregory Moore,73,51,57,181
S2613,Nancy Jones,36,49,45,130
S2614,Aaron Cann,61,68,43,172
S2615,Molly Meek,7,21,37,65
S2616,Sandy Holley,43,72,70,185
S2617,Jacqueline White,39,62,21,122
S2618,Ruth Brito,70,50,16,136
S2619,Kevin Crowson,26,19,94,139
S2620,Maurice Stein,86,27,43,156
S2621,Amy Bowen,32,25,14,71
S2622,David Martin,86,15,68,169
S2623,Mervin Grant,23,31,9,63
S2624,Robert Byrd,58,48,29,135
S2625,Joseph Brown,44,72,65,181
S2626,Daryl Wilson,66,52,75,193
S2627,Nancy Mcbride,88,46,94,228
S2628,Kimberly Christianson,39,40,72,151
S2629,George Rhen,15,13,12,40
S2630,William Kerber,90,32,56,178
S2631,Elsie Howard,47,73,77,197
S2632,Agnes Niece,39,89,0,128
S2633,Adelle Martin,95,48,6,149
S2634,Walter Howell,25,1,96,122
S2635,Angela Viola,37,54,71,162
S2636,Pamela Braxton,98,47,3,148
S2637,Iva Harp,53,28,34,115
S2638,Raymond Smith,37,9,92,138
S2639,Becky Portillo,98,46,64,208
S2640,Adrian Colby,24,20,39,83
S2641,Sheila Howard,66,18,35,119
S2642,Patsy Eller,98,68,40,206
S2643,William Colligan,41,88,91,220
S2644,Robert Herman,51,40,34,125
S2645,Javier Taylor,88,74,29,191
S2646,Jared Bremer,25,75,89,189
S2647,Vikki Walters,83,68,61,212
S2648,James Barbre,46,68,55,169
S2649,Yvette Mercado,61,91,56,208
S2650,James Burrowes,81,16,52,149
S2651,Andrew Medeiros,70,31,95,196
S2652,George Swafford,42,33,44,119
S2653,Oscar Brawer,62,32,79,173
S2654,Michael Vonbraunsberg,89,25,22,136
S2655,Steven Bernal,51,13,8,72
S2656,Ray Barrett,93,18,96,207
S2657,John Williams,67,0,22,89
S2658,Lisa Chambers,26,24,20,70
S2659,Andrew Amie,71,10,54,135
S2660,Bessie Feenstra,37,39,51,127
S2661,Victor Holland,49,42,47,138
S2662,Joseph Wright,0,80,31,111
S2663,Rebecca Comer,17,87,76,180
S2664,Odis Miller,69,90,53,212
S2665,Grace Wilson,70,22,23,115
S2666,Jason Kirwan,1,25,79,105
S2667,Deanna Spencer,48,12,28,88
S2668,Robert Barnes,1,60,32,93
S2669,Daphne Romeo,82,33,6,121
S2670,Jennie Hunsaker,75,34,10,119
S2671,Manuel Doody,16,11,86,113
S2672,Howard Nash,94,86,82,262
S2673,Jalisa Ramos,59,91,11,161
S2674,Kelly Lott,43,85,13,141
S2675,Marjorie Bourgeois,87,21,95,203
S2676,Celeste Hickox,96,36,51,183
S2677,Ann Bankston,45,1,92,138
S2678,Manuel Coughlin,30,62,82,174
S2679,Jerry Mathews,47,62,20,129
S2680,Marlene Starnes,89,84,57,230
S2681,Emily Barbetta,79,19,34,132
S2682,Marilyn Fitzpatrick,62,49,57,168
S2683,Therese Sargent,57,16,89,162
S2684,Rodrick Snyder,44,1,7,52
S2685,Jillian Brussel,95,49,17,161
S2686,Michael Petersen,65,8,81,154
S2687,Curtis Wilson,90,23,54,167
S2688,Michelle Myers,18,36,49,103
S2689,William Holsapple,73,79,31,183
S2690,Joseph Mccoy,17,73,60,150
S2691,Paul Brewer,28,21,48,97
S2692,Mandy Martines,1,15,21,37
S2693,Sheldon Redden,24,0,29,53
S2694,Traci Schmitz,36,29,75,140
S2695,Christopher Beasley,18,0,34,52
S2696,Carol Brown,5,64,46,115
S2697,Cedric Zimmerman,21,77,21,119
S2698,Todd Matesic,0,31,68,99
S2699,Paula Smith,76,39,60,175
S2700,Lance Romero,17,32,57,106
S2701,Patricia Maldonado,62,8,31,101
S2702,Dora Jones,88,35,73,196
S2703,Reynaldo Selby,33,9,16,58
S2704,Ronald Henning,79,7,70,156
S2705,Floyd Cohen,83,52,42,177
S2706,Minnie Ewing,58,49,60,167
S2707,Christine Huber,1,57,13,71
S2708,Rebecca Zeman,7,9,64,80
S2709,Roger Mackay,44,17,53,114
S2710,Brenda Norwood,16,3,45,64
S2711,Ashley Oyler,80,69,96,245
S2712,Catherine Myers,44,59,46,149
S2713,Geneva Cuffe,83,19,60,162
S2714,Pamela Farlow,68,32,74,174
S2715,Tony Belzer,62,7,79,148
S2716,Randy Hart,99,82,62,243
S2717,Beverly Obregon,68,50,54,172
S2718,Nicholas Brice,75,0,95,170
S2719,Bertha Grubb,45,81,90,216
S2720,Maude Gliem,81,100,90,271
S2721,William Weddle,96,80,7,183
S2722,Lenora Erikson,88,17,71,176
S2723,Shirley Hale,93,35,9,137
S2724,Jay Gillogly,95,10,98,203
S2725,Cynthia Dunlap,95,57,71,223
S2726,Latoria Linder,70,41,32,143
S2727,Agnes Owens,71,74,8,153
S2728,Julie Hudson,77,84,95,256
S2729,Mary Lykes,93,43,19,155
S2730,James Bruns,85,76,12,173
S2731,Audrey Bautista,34,11,19,64
S2732,Mary Mullens,23,56,89,168
S2733,Carrie Caponigro,12,87,81,180
S2734,Melinda Walker,97,90,4,191
S2735,Robert Leidall,65,24,15,104
S2736,Scott Mackie,75,79,15,169
S2737,Janet Crews,45,56,45,146
S2738,Alicia Compton,0,95,85,180
S2739,Trisha Marnell,84,92,53,229
S2740,Richard Turner,51,96,33,180
S2741,Floyd Rose,5,21,37,63
S2742,Tonya Palmer,29,81,43,153
S2743,Robert Runyon,24,97,11,132
S2744,Ashley Brooks,86,95,69,250
S2745,Bill Ashpole,21,2,69,92
S2746,Leigh Urrutia,41,36,45,122
S2747,Edna Mills,48,72,85,205
S2748,Chris Larkins,29,63,19,111
S2749,Brenda Grover,97,6,99,202
S2750,Mary Dorsey,96,32,53,181
S2751,Jennifer Marroguin,62,94,8,164
S2752,Rodney Florence,90,92,1,183
S2753,Frank Burton,7,51,79,137
S2754,Jerry Wolff,2,94,32,128
S2755,Eugene Belk,67,66,66,199
S2756,Paul Knight,32,42,73,147
S2757,Juan Adams,55,58,76,189
S2758,Stanley Walker,9,15,93,117
S2759,Katherine Martin,44,37,72,153
S2760,Chris Alexander,11,51,56,118
S2761,Carrie Lee,68,1,34,103
S2762,Carlos Lopez,58,52,80,190
S2763,Mary Leslie,7,81,4,92
S2764,Linda Beach,73,37,75,185
S2765,Irvin Miguel,25,13,91,129
S2766,Mary Glover,100,23,32,155
S2767,Jean Becker,80,27,47,154
S2768,Catherine Fulk,84,1,44,129
S2769,Patrica Davis,29,6,31,66
S2770,Lisa Medford,23,18,31,72
S2771,Josie Lacomb,94,24,59,177
S2772,Anne Moreno,41,60,100,201
S2773,Theodore Woodard,26,91,89,206
S2774,Joann Berman,89,7,100,196
S2775,Manuel Stubbs,55,79,73,207
S2776,Patricia Woolard,5,68,99,172
S2777,George Packer,88,82,73,243
S2778,Austin Hooks,17,18,4,39
S2779,Theresa Williamson,51,45,15,111
S2780,Michael Anderson,69,20,68,157
S2781,Karen Gegenheimer,95,83,1,179
S2782,Bette Pollock,44,30,32,106
S2783,Stephanie Perdue,99,41,72,212
S2784,Elizabeth Wilkinson,38,45,9,92
S2785,Frances Turman,53,85,1,139
S2786,Juanita Smith,4,49,6,59
S2787,Jenifer Burris,27,86,40,153
S2788,Norma Dennis,27,26,23,76
S2789,Ronald Mack,20,52,79,151
S2790,Paul Hazelwood,77,48,29,154
S2791,Loni Diaz,34,14,35,83
S2792,Elaine Bean,32,57,99,188
S2793,Raymond Butler,45,6,63,114
S2794,Damian Adam,81,65,4,150
S2795,Lael Hutsell,41,12,13,66
S2796,Frederic Lopes,23,91,95,209
S2797,Rosa Hudgens,55,7,25,87
S2798,Kyle Jines,68,18,75,161
S2799,William Robertshaw,8,93,60,161
S2800,Pamula Reed,40,7,76,123
S2801,Brian Paquet,94,53,99,246
S2802,Diane Wright,17,51,97,165
S2803,Ernest Reigstad,67,6,84,157
S2804,Marion Kavanagh,44,31,59,134
S2805,Janet Adams,45,62,79,186
S2806,Marcy Fogle,8,12,26,46
S2807,Florence Bailey,63,71,3,137
S2808,Michael Clark,32,26,93,151
S2809,Michael Thompson,7,85,65,157
S2810,Luis Dillard,6,87,24,117
S2811,Donald Moorhouse,70,51,13,134
S2812,Joseph Wyatt,16,76,1,93
S2813,Timothy Ballou,38,55,7,100
S2814,Rachel Gomez,6,31,6,43
S2815,Robert Nichols,16,52,63,131
S2816,Gary Schultz,45,15,10,70
S2817,Earl Legra,56,22,96,174
S2818,Johnnie Bechel,20,29,20,69
S2819,Kevin Regalado,76,33,74,183
S2820,Michael Swaine,46,23,22,91
S2821,Charles Olesen,99,8,96,203
S2822,Dustin Quigley,84,36,42,162
S2823,Emma Padilla,18,29,47,94
S2824,Linda Yazzie,45,100,72,217
S2825,Steve Campbell,20,16,32,68
S2826,Lisa Heaberlin,42,80,39,161
S2827,Larry Holmes,13,29,99,141
S2828,James Esmond,24,76,83,183
S2829,Blanche Henderson,61,97,8,166
S2830,Salvador Lehman,33,10,83,126
S2831,Austin Foster,26,44,76,146
S2832,Jason Sherwood,86,63,14,163
S2833,Andrew Crews,91,82,34,207
S2834,Stephanie Anthony,74,63,59,196
S2835,Robert Welch,88,61,25,174
S2836,Robert Leslie,6,51,9,66
S2837,Audrey Red,14,100,81,195
S2838,Seth Ryan,96,75,50,221
S2839,Darlene Guidotti,23,3,23,49
S2840,Jeremy Brennan,61,97,44,202
S2841,James Traylor,85,92,7,184
S2842,Diane Johnson,55,96,81,232
S2843,Jeremy Sutton,71,71,8,150
S2844,Kristina Loftis,43,95,86,224
S2845,David Letellier,29,58,91,178
S2846,April Smith,70,54,11,135
S2847,Brian Mcclure,15,39,79,133
S2848,Jennie Broadway,15,8,39,62
S2849,Patricia Hutchison,0,36,98,134
S2850,Christopher Crittenden,90,81,67,238
S2851,Leon Jones,49,18,92,159
S2852,Linda Lawson,100,29,54,183
S2853,William Leal,8,43,89,140
S2854,Issac Laughlin,8,38,74,120
S2855,Nancy Schuller,71,3,17,91
S2856,Nadine Wathen,4,59,53,116
S2857,Boyd Becker,10,35,3,48
S2858,April Barfield,17,63,34,114
S2859,James Severson,36,19,73,128
S2860,Benny Flesher,1,84,81,166
S2861,Barbar Thompson,77,22,73,172
S2862,Rosendo Porter,25,40,75,140
S2863,Leroy Arriaga,78,19,46,143
S2864,Micheal Morey,16,87,50,153
S2865,Jason Minter,43,84,19,146
S2866,Linda Sculley,15,27,18,60
S2867,Rochelle Rocha,89,94,52,235
S2868,Claudia Martinez,2,63,82,147
S2869,Angie Nolan,48,58,28,134
S2870,James Konakowitz,39,90,85,214
S2871,Lisa Rhudy,98,15,34,147
S2872,Robert Orosco,38,58,88,184
S2873,Esther Solis,11,54,15,80
S2874,David Seward,65,64,44,173
S2875,Karen Cearley,95,43,33,171
S2876,Mary Weber,47,91,44,182
S2877,Robert Pate,14,93,54,161
S2878,Jo Jacobson,60,76,19,155
S2879,Michael Steiger,39,16,72,127
S2880,Jimmy Baird,83,54,47,184
S2881,Melinda Herman,98,93,21,212
S2882,John Owen,15,17,27,59
S2883,William Holzman,25,63,71,159
S2884,Francis Mealer,43,71,9,123
S2885,Elbert Faust,6,61,26,93
S2886,Crystal Winkler,8,88,5,101
S2887,Jeffrey Pothoven,34,36,70,140
S2888,Wilfred Duffield,18,49,60,127
S2889,Dyan Caldwell,62,19,73,154
S2890,Wilford Watkins,63,61,28,152
S2891,Gabriel Kim,31,62,45,138
S2892,Shelton Ryan,20,41,58,119
S2893,Phillip Hess,43,97,75,215
S2894,Brian Thierry,36,82,26,144
S2895,Cynthia Allen,58,74,74,206
S2896,Walter Thomas,17,23,69,109
S2897,William Holloman,60,57,24,141
S2898,Brenda Trott,38,27,83,148
S2899,Sandra Depasquale,39,92,77,208
S2900,Mary Blumenfeld,18,37,69,124
S2901,John Cervantes,42,40,36,118
S2902,Earl Gray,29,100,48,177
S2903,Junior Smith,43,41,34,118
S2904,Mildred Kearney,41,2,84,127
S2905,Jessica Heron,66,64,71,201
S2906,Victoria Bakley,10,93,12,115
S2907,Christopher Walden,98,62,3,163
S2908,Susan Parks,96,39,95,230
